ts,server_id,cpu_pct,mem_pct,net_in,net_out,disk_io
21:03:50,server_2,93.5,80.33,987.68,761.71,60.78
21:03:50,server_3,20.06,25.04,306.03,174.59,0.0
21:03:50,server_5,18.3,97.91,151.96,177.06,58.27
21:03:50,server_6,44.07,49.02,409.37,564.77,166.28
21:03:50,server_7,16.74,84.73,179.31,179.1,62.4
21:03:50,server_4,63.11,62.9,670.33,852.34,20.95
21:03:55,server_20,68.29,46.99,4976.17,4915.01,954.84
21:03:55,server_11,67.29,60.74,701.79,564.21,54.67
21:03:55,server_18,41.34,40.39,2993.6,3149.55,1153.51
21:03:55,server_17,99.55,14.18,1041.1,1040.08,107.28
21:03:55,server_16,47.83,57.5,479.44,572.41,54.08
21:03:55,server_15,61.33,79.52,651.99,845.34,45.98
21:03:55,server_14,76.73,48.22,7840.63,6871.56,147.65
21:03:55,server_13,66.51,69.39,3343.86,3887.28,1643.5
21:03:55,server_12,95.02,92.35,961.05,537.66,87.65
21:03:55,server_19,50.97,54.73,450.11,551.98,103.3
21:03:55,server_10,54.45,59.9,549.62,817.56,0.0
21:03:55,server_8,91.89,17.33,1041.22,552.21,39.36
21:03:55,server_1,79.22,34.13,6940.51,6537.66,132.85
21:03:55,server_2,41.61,49.21,4488.1,5257.09,1606.56
21:03:55,server_3,42.83,29.98,431.37,594.25,0.0
21:03:55,server_9,28.13,44.15,113.49,60.13,4909.54
21:03:55,server_5,5.51,82.72,29.2,21.56,34.41
21:03:55,server_6,46.93,27.32,196.65,149.45,6880.34
21:03:55,server_7,99.77,7.93,963.08,1137.78,111.51
21:03:55,server_4,45.78,42.84,440.73,472.02,8.06
21:04:00,server_13,41.27,53.82,1861.36,2069.73,1524.83
21:04:00,server_20,62.49,67.12,641.82,617.75,50.23
21:04:00,server_19,49.89,37.69,543.16,547.11,98.91
21:04:00,server_18,51.58,50.33,2838.71,2972.35,874.4
21:04:00,server_17,95.28,6.74,904.73,579.11,6.71
21:04:00,server_16,55.7,44.17,16949.7,19157.91,142.63
21:04:00,server_15,40.85,23.95,135.58,188.87,9341.3
21:04:00,server_14,10.56,91.38,112.97,126.98,89.3
21:04:00,server_12,15.01,89.33,115.56,87.79,52.64
21:04:00,server_11,16.25,81.08,170.76,181.49,26.12
21:04:00,server_1,56.61,57.15,2855.34,3202.39,1128.75
21:04:00,server_9,18.98,93.17,292.23,246.16,33.52
21:04:00,server_8,43.1,46.26,418.46,362.38,47.57
21:04:00,server_7,36.38,31.73,418.97,269.71,0.0
21:04:00,server_6,95.07,92.3,892.77,1180.47,53.73
21:04:00,server_5,29.79,34.68,264.11,221.88,59.22
21:04:00,server_4,44.02,52.97,2449.89,2042.65,744.74
21:04:00,server_3,37.69,58.75,375.33,307.58,78.97
21:04:00,server_2,22.34,46.75,193.45,102.35,0.0
21:04:00,server_10,87.43,84.57,818.16,1161.14,54.37
21:04:05,server_13,30.61,36.37,379.18,401.01,24.03
21:04:05,server_14,91.74,88.38,960.46,591.27,112.34
21:04:05,server_15,69.09,71.77,628.85,469.57,37.2
21:04:05,server_16,51.85,39.01,513.28,516.47,30.61
21:04:05,server_12,21.2,17.58,208.04,200.27,28.11
21:04:05,server_18,29.85,34.15,231.2,229.27,85.47
21:04:05,server_19,30.59,32.52,325.18,199.46,91.98
21:04:05,server_20,42.75,32.38,159.61,90.71,8792.31
21:04:05,server_17,20.27,87.02,211.36,210.02,78.36
21:04:05,server_11,40.0,68.15,4240.44,3484.85,873.63
21:04:05,server_1,6.01,80.74,91.41,75.2,48.38
21:04:05,server_9,86.59,81.64,942.66,1070.0,145.6
21:04:05,server_8,92.71,8.53,955.08,891.23,118.66
21:04:05,server_7,95.75,80.79,970.1,707.18,92.21
21:04:05,server_6,79.81,32.46,13926.45,13169.8,37.89
21:04:05,server_5,1.52,94.26,57.46,62.38,42.11
21:04:05,server_4,37.72,40.08,543.72,633.5,0.0
21:04:05,server_3,22.49,81.26,200.42,168.31,129.44
21:04:05,server_2,69.66,70.46,742.94,1068.52,170.39
21:04:05,server_10,69.84,59.81,14269.98,14734.76,89.07
21:04:10,server_12,47.42,60.57,478.51,716.98,52.06
21:04:10,server_13,26.54,55.23,196.91,207.31,6.3
21:04:10,server_14,68.14,82.66,701.61,655.15,157.65
21:04:10,server_15,61.67,80.58,581.42,835.76,168.11
21:04:10,server_19,82.74,8.4,848.33,900.36,70.83
21:04:10,server_17,1.26,84.47,62.64,32.96,0.0
21:04:10,server_18,56.18,66.5,4779.2,5471.32,1631.96
21:04:10,server_11,65.43,84.36,773.07,502.06,144.97
21:04:10,server_16,22.52,16.68,225.76,257.69,100.11
21:04:10,server_20,93.02,85.18,963.34,992.73,26.99
21:04:10,server_10,75.15,46.32,19846.26,21339.7,40.81
21:04:10,server_8,66.62,65.14,3254.62,2688.16,1406.44
21:04:10,server_1,27.59,97.63,234.66,332.72,51.59
21:04:10,server_2,90.02,82.85,879.27,647.83,53.7
21:04:10,server_3,98.39,84.22,946.51,1053.65,147.79
21:04:10,server_9,23.7,31.81,173.2,108.68,7445.86
21:04:10,server_5,42.73,63.55,376.99,230.42,97.82
21:04:10,server_6,61.84,57.95,538.61,674.81,63.01
21:04:10,server_7,20.94,25.1,184.76,157.24,25.71
21:04:10,server_4,59.38,36.86,14006.35,13913.45,117.29
21:04:15,server_12,7.11,87.24,65.6,36.33,41.89
21:04:15,server_19,33.64,37.27,297.9,266.87,41.91
21:04:15,server_18,87.44,86.2,818.73,1110.02,97.38
21:04:15,server_17,87.99,90.5,827.07,1124.27,86.65
21:04:15,server_16,59.58,39.06,17257.3,17418.06,85.84
21:04:15,server_15,37.6,51.47,417.08,590.97,144.8
21:04:15,server_14,87.27,83.01,907.62,1285.11,136.8
21:04:15,server_13,60.93,60.47,4531.33,3679.3,1628.01
21:04:15,server_11,21.72,21.75,172.86,119.21,6156.71
21:04:15,server_20,57.0,36.42,14483.43,15599.77,38.95
21:04:15,server_9,90.33,92.03,926.1,667.51,61.19
21:04:15,server_1,51.41,56.73,10466.24,11908.17,1.03
21:04:15,server_2,31.62,30.4,333.93,278.85,8.58
21:04:15,server_3,54.25,56.81,9687.98,11425.76,148.75
21:04:15,server_4,40.68,36.58,181.21,173.88,4212.65
21:04:15,server_10,31.36,30.26,337.07,208.02,0.0
21:04:15,server_6,90.64,84.67,918.57,1115.9,119.59
21:04:15,server_7,57.03,65.72,572.6,377.3,89.27
21:04:15,server_8,36.08,32.33,318.67,185.46,39.94
21:04:15,server_5,93.27,8.6,1050.82,1343.96,4.58
21:04:20,server_11,33.62,31.5,323.05,219.96,0.0
21:04:20,server_19,67.17,83.12,788.2,444.61,91.64
21:04:20,server_18,43.72,60.21,461.97,375.3,65.55
21:04:20,server_17,34.96,39.75,348.06,228.73,105.07
21:04:20,server_16,71.2,39.45,5347.81,5662.46,137.24
21:04:20,server_15,50.98,53.75,17465.96,19242.38,155.36
21:04:20,server_14,87.37,23.21,886.91,762.41,17.74
21:04:20,server_13,50.74,61.81,474.98,601.1,97.86
21:04:20,server_12,54.19,40.96,2275.33,2315.65,814.41
21:04:20,server_20,27.41,22.36,228.42,138.32,98.0
21:04:20,server_10,27.02,17.36,270.08,203.04,12.33
21:04:20,server_8,24.9,23.37,233.23,167.43,30.27
21:04:20,server_7,55.24,66.3,523.49,470.39,24.39
21:04:20,server_6,39.71,41.64,409.55,228.4,91.61
21:04:20,server_5,65.4,70.08,681.48,404.04,90.24
21:04:20,server_4,89.89,82.15,866.9,1246.61,35.77
21:04:20,server_3,60.28,55.71,19130.78,18311.59,108.46
21:04:20,server_2,46.39,38.62,413.37,261.33,138.62
21:04:20,server_1,67.13,70.34,696.47,755.41,0.0
21:04:20,server_9,52.81,50.63,17526.53,15750.28,101.5
21:04:25,server_14,19.44,98.71,329.76,355.88,110.03
21:04:25,server_15,33.89,44.21,174.69,114.81,9646.67
21:04:25,server_16,46.83,45.18,484.84,504.94,15.64
21:04:25,server_13,85.47,87.2,893.08,749.84,98.62
21:04:25,server_18,82.47,21.4,789.96,596.51,93.03
21:04:25,server_19,66.91,62.88,750.48,458.05,55.84
21:04:25,server_20,60.64,44.06,633.32,834.28,45.65
21:04:25,server_17,46.06,63.66,3811.89,3330.42,1702.29
21:04:25,server_12,39.39,31.1,454.01,532.19,147.98
21:04:25,server_11,40.34,24.21,182.92,117.98,7435.6
21:04:25,server_1,62.5,80.24,589.46,670.87,33.16
21:04:25,server_9,64.92,52.13,3644.51,2995.07,1115.13
21:04:25,server_8,33.56,28.12,281.74,345.67,35.61
21:04:25,server_7,98.24,95.08,1042.89,1297.5,63.8
21:04:25,server_6,46.77,47.09,465.84,419.09,47.82
21:04:25,server_5,33.7,35.47,82.82,101.72,3545.99
21:04:25,server_4,33.47,41.34,343.52,428.68,93.78
21:04:25,server_3,30.18,41.08,273.94,382.12,0.0
21:04:25,server_2,22.19,82.33,176.45,242.61,72.54
21:04:25,server_10,93.45,20.5,1021.74,961.69,51.81
21:04:30,server_13,91.82,84.76,960.61,832.62,43.95
21:04:30,server_14,86.48,85.59,863.72,554.23,83.67
21:04:30,server_15,84.2,25.93,895.65,531.89,59.83
21:04:30,server_20,37.71,26.69,141.3,207.04,4684.78
21:04:30,server_18,5.4,84.5,65.41,44.89,33.98
21:04:30,server_19,73.13,47.87,7140.65,7754.73,81.07
21:04:30,server_12,48.99,47.52,480.41,625.21,0.0
21:04:30,server_16,44.88,42.79,370.47,318.37,42.96
21:04:30,server_11,71.96,40.49,15831.11,16296.41,154.99
21:04:30,server_17,34.11,53.11,294.31,292.25,38.99
21:04:30,server_9,49.21,63.74,554.47,412.51,9.78
21:04:30,server_10,54.05,56.62,12306.88,11626.8,29.02
21:04:30,server_2,74.13,45.37,18274.26,16982.38,197.29
21:04:30,server_3,92.78,84.86,942.63,980.08,75.45
21:04:30,server_4,55.95,56.3,548.68,387.68,11.61
21:04:30,server_1,65.15,78.23,558.88,551.49,76.25
21:04:30,server_6,92.71,80.12,858.13,1210.42,164.37
21:04:30,server_7,66.69,70.73,661.21,343.56,29.74
21:04:30,server_8,86.76,82.57,833.06,838.94,18.86
21:04:30,server_5,38.6,48.21,408.15,516.37,38.37
21:04:35,server_20,87.89,89.41,895.98,1236.06,104.38
21:04:35,server_12,26.1,90.57,230.76,303.33,6.59
21:04:35,server_19,41.86,44.43,389.91,508.69,41.97
21:04:35,server_18,24.41,48.22,60.05,31.24,7577.79
21:04:35,server_17,27.95,35.93,198.94,156.95,85.55
21:04:35,server_16,22.4,46.26,81.29,59.94,4001.46
21:04:35,server_15,45.36,62.04,508.53,464.09,68.07
21:04:35,server_14,63.72,63.33,571.81,476.34,42.1
21:04:35,server_13,95.44,85.4,942.13,764.53,41.73
21:04:35,server_11,62.25,64.27,601.26,620.85,27.46
21:04:35,server_7,35.16,37.82,400.32,279.45,52.41
21:04:35,server_9,84.85,16.05,843.91,747.35,110.77
21:04:35,server_8,94.81,24.47,985.88,820.66,81.81
21:04:35,server_6,19.07,80.88,133.18,199.75,54.48
21:04:35,server_5,86.32,84.85,911.43,971.31,27.78
21:04:35,server_4,26.01,45.11,150.41,105.39,5874.36
21:04:35,server_3,43.51,33.61,506.76,570.47,41.74
21:04:35,server_2,59.43,68.02,603.1,842.34,23.18
21:04:35,server_1,58.66,73.77,584.53,592.33,5.29
21:04:35,server_10,23.13,23.13,215.43,149.14,0.0
21:04:40,server_15,92.0,23.08,917.87,778.52,66.04
21:04:40,server_13,13.4,96.03,187.87,98.27,51.26
21:04:40,server_14,40.73,31.28,73.22,57.94,3802.03
21:04:40,server_16,62.28,48.83,14457.35,15901.69,114.9
21:04:40,server_12,80.91,14.25,770.92,1141.17,28.09
21:04:40,server_18,20.4,88.5,188.88,270.75,0.0
21:04:40,server_19,42.21,46.41,85.08,53.72,6822.92
21:04:40,server_20,52.99,61.16,3614.38,4066.62,1507.37
21:04:40,server_17,62.95,54.07,4440.42,4147.83,1740.09
21:04:40,server_11,85.77,84.72,888.37,795.8,116.27
21:04:40,server_1,96.47,82.99,973.63,1048.62,123.55
21:04:40,server_9,88.75,7.24,918.44,1128.3,56.68
21:04:40,server_2,44.92,23.77,105.42,58.32,8063.98
21:04:40,server_3,53.99,58.21,4418.35,3860.4,1367.77
21:04:40,server_4,31.98,39.53,363.65,241.03,88.13
21:04:40,server_10,55.95,51.64,575.2,620.49,69.31
21:04:40,server_6,56.15,49.58,429.05,292.88,30.11
21:04:40,server_7,92.38,14.99,946.43,904.68,0.0
21:04:40,server_8,91.91,17.04,900.35,588.38,100.47
21:04:40,server_5,45.73,52.32,479.46,636.11,76.4
21:04:45,server_13,66.56,52.11,675.16,347.63,101.62
21:04:45,server_20,98.75,4.48,990.91,1329.42,72.45
21:04:45,server_19,3.97,91.58,56.6,57.36,0.0
21:04:45,server_18,36.49,23.44,468.21,290.0,109.43
21:04:45,server_17,24.0,37.79,244.1,236.86,47.91
21:04:45,server_16,46.8,41.58,557.78,444.78,12.01
21:04:45,server_15,65.39,55.05,6908.71,7058.68,155.27
21:04:45,server_14,95.45,85.35,994.02,1008.72,92.74
21:04:45,server_12,60.27,41.2,15905.07,18652.5,39.44
21:04:45,server_11,62.22,65.98,590.95,383.67,94.3
21:04:45,server_1,47.64,39.99,56.82,56.21,5977.15
21:04:45,server_9,26.28,18.96,293.11,437.53,0.0
21:04:45,server_8,51.47,59.08,570.02,731.26,99.56
21:04:45,server_7,81.27,29.27,787.26,1014.78,76.95
21:04:45,server_6,53.15,41.53,10334.87,8588.53,174.64
21:04:45,server_5,48.86,48.86,136.39,75.22,8867.57
21:04:45,server_4,53.03,68.28,617.38,660.26,112.2
21:04:45,server_3,63.3,45.26,5817.31,6063.49,10.05
21:04:45,server_2,34.07,38.88,376.48,533.06,73.32
21:04:45,server_10,29.49,24.3,224.61,223.51,66.68
21:04:50,server_13,84.68,28.61,775.54,525.19,0.0
21:04:50,server_14,96.85,81.07,965.6,958.6,141.26
21:04:50,server_15,41.32,35.14,16.97,15.6,5649.29
21:04:50,server_16,44.02,45.81,418.37,388.62,0.0
21:04:50,server_12,23.42,92.85,269.4,142.3,89.9
21:04:50,server_18,50.68,40.98,3985.74,3984.31,1263.6
21:04:50,server_19,48.1,59.3,476.17,291.62,33.69
21:04:50,server_20,72.47,55.5,18443.55,14892.66,189.66
21:04:50,server_17,47.5,38.65,547.3,278.46,114.44
21:04:50,server_11,30.34,35.95,379.7,292.29,16.14
21:04:50,server_1,33.8,42.73,309.22,206.75,73.32
21:04:50,server_9,49.97,44.8,606.66,514.7,11.82
21:04:50,server_8,77.63,56.06,11051.72,12589.62,197.89
21:04:50,server_7,77.85,30.87,5087.16,4699.33,107.18
21:04:50,server_6,0.11,84.82,0.0,0.0,0.0
21:04:50,server_5,64.79,75.16,668.09,849.84,47.21
21:04:50,server_4,21.48,43.82,147.55,180.7,4159.95
21:04:50,server_3,68.64,62.11,676.38,455.96,51.05
21:04:50,server_2,51.56,44.53,12374.23,13006.41,121.99
21:04:50,server_10,52.58,54.56,7102.16,5698.0,138.41
21:04:55,server_13,27.77,93.65,206.28,186.32,124.23
21:04:55,server_14,95.09,12.07,905.61,818.98,164.45
21:04:55,server_15,52.33,60.65,538.37,571.82,104.69
21:04:55,server_16,40.25,37.03,449.06,475.72,129.51
21:04:55,server_20,35.15,44.86,304.81,260.91,31.73
21:04:55,server_18,57.13,32.8,17430.62,18905.81,66.9
21:04:55,server_19,54.32,68.58,568.33,735.73,37.96
21:04:55,server_12,60.08,73.05,577.15,615.11,85.85
21:04:55,server_17,29.91,83.37,254.46,318.68,19.98
21:04:55,server_11,84.62,8.35,804.32,801.27,83.79
21:04:55,server_1,84.02,0.54,847.97,623.31,94.89
21:04:55,server_9,93.9,91.7,912.6,1266.6,60.7
21:04:55,server_2,90.18,4.04,990.58,1244.5,21.78
21:04:55,server_3,44.19,61.11,4016.08,4083.01,976.76
21:04:55,server_4,57.14,40.35,12409.78,13884.23,51.18
21:04:55,server_10,98.25,13.43,960.06,1252.05,113.48
21:04:55,server_6,62.95,66.63,635.66,339.45,0.0
21:04:55,server_7,90.97,86.13,864.61,439.38,0.0
21:04:55,server_8,20.59,23.17,207.03,169.66,0.0
21:04:55,server_5,96.88,82.65,1036.29,1015.31,54.77
21:05:00,server_12,23.87,92.64,250.5,192.76,102.02
21:05:00,server_19,68.22,50.1,3774.84,3872.03,905.56
21:05:00,server_18,41.18,57.66,425.27,572.05,119.6
21:05:00,server_17,88.8,7.89,923.72,1025.05,105.54
21:05:00,server_16,47.63,24.43,0.09,0.08,6970.69
21:05:00,server_15,32.81,40.15,447.48,257.47,2.63
21:05:00,server_14,24.3,91.4,252.33,142.39,0.0
21:05:00,server_13,22.72,23.78,223.9,322.59,34.64
21:05:00,server_20,25.99,23.35,158.29,198.53,7836.25
21:05:00,server_11,92.33,81.77,938.28,991.63,49.86
21:05:00,server_9,82.16,14.41,852.83,1130.76,99.7
21:05:00,server_8,94.88,95.48,924.97,646.15,53.38
21:05:00,server_7,61.36,67.96,528.03,375.93,114.49
21:05:00,server_6,52.93,53.94,5253.13,4560.3,55.61
21:05:00,server_5,63.91,80.41,636.68,446.7,113.18
21:05:00,server_4,26.59,55.85,344.54,255.52,140.09
21:05:00,server_3,43.25,54.16,462.81,527.0,37.62
21:05:00,server_2,65.58,64.43,693.34,1031.33,140.9
21:05:00,server_1,28.95,26.67,305.72,218.85,138.85
21:05:00,server_10,44.63,54.18,410.24,234.85,59.72
21:05:05,server_13,59.66,59.99,9469.63,11039.13,26.68
21:05:05,server_14,89.03,99.47,931.51,949.88,135.87
21:05:05,server_15,60.27,50.0,17772.92,16188.36,188.1
21:05:05,server_16,37.36,41.16,125.03,161.63,7018.08
21:05:05,server_12,45.36,34.19,45.46,62.6,6305.48
21:05:05,server_18,17.75,90.77,127.61,72.54,117.52
21:05:05,server_19,88.22,28.22,928.29,1387.81,112.03
21:05:05,server_20,0.02,87.55,0.0,0.0,0.0
21:05:05,server_17,64.95,41.94,8822.86,7669.08,161.89
21:05:05,server_11,38.5,25.48,29.01,35.54,9517.29
21:05:05,server_10,29.36,31.76,298.9,215.9,119.45
21:05:05,server_9,96.62,21.83,913.9,1187.4,0.0
21:05:05,server_8,85.59,87.13,894.33,1290.13,147.76
21:05:05,server_7,18.57,82.95,116.38,105.97,76.09
21:05:05,server_6,81.03,22.91,760.1,579.18,28.23
21:05:05,server_5,69.3,85.63,718.03,684.82,22.44
21:05:05,server_4,31.09,25.09,270.39,210.79,0.0
21:05:05,server_3,60.01,55.17,7942.8,9059.39,107.56
21:05:05,server_2,91.49,92.0,803.03,1057.58,69.83
21:05:05,server_1,48.39,67.6,498.51,601.91,72.73
21:05:10,server_13,95.53,87.94,940.35,1074.93,94.66
21:05:10,server_14,47.57,60.39,3582.74,2969.56,1243.25
21:05:10,server_15,88.88,81.93,909.77,499.44,67.79
21:05:10,server_16,12.89,95.31,58.61,82.09,113.74
21:05:10,server_20,27.31,29.52,300.89,328.18,30.61
21:05:10,server_18,55.85,43.28,15663.99,13298.31,123.77
21:05:10,server_19,27.77,20.51,207.06,233.17,50.78
21:05:10,server_12,85.87,82.94,877.2,578.78,111.7
21:05:10,server_17,54.86,77.49,584.51,730.04,87.95
21:05:10,server_11,20.88,37.14,144.74,131.02,4644.2
21:05:10,server_10,15.8,94.95,72.04,84.2,69.32
21:05:10,server_9,85.06,19.88,836.64,1094.87,0.0
21:05:10,server_2,53.98,51.29,16345.7,13196.77,21.73
21:05:10,server_3,42.56,53.38,421.55,505.97,59.45
21:05:10,server_4,95.18,18.71,930.03,871.69,51.42
21:05:10,server_1,44.35,31.87,446.11,616.01,0.0
21:05:10,server_6,90.36,27.7,831.2,479.57,52.81
21:05:10,server_7,95.72,94.8,906.84,1312.73,100.0
21:05:10,server_8,82.27,3.48,788.5,892.52,26.47
21:05:10,server_5,29.68,26.06,298.82,324.41,15.36
21:05:15,server_12,43.72,43.04,2122.78,1826.57,797.36
21:05:15,server_19,50.57,47.14,483.88,584.31,28.76
21:05:15,server_18,83.23,28.13,912.18,1200.57,119.09
21:05:15,server_17,69.46,59.49,9093.28,9411.1,88.67
21:05:15,server_16,15.48,85.49,78.2,96.97,0.0
21:05:15,server_15,23.5,87.15,221.88,264.06,52.91
21:05:15,server_14,20.16,4.34,263.55,323.46,0.0
21:05:15,server_13,56.29,58.21,558.47,479.84,0.0
21:05:15,server_11,21.89,96.86,191.77,143.41,0.0
21:05:15,server_20,59.64,58.14,599.36,683.49,100.57
21:05:15,server_9,30.54,47.33,121.5,154.36,6086.45
21:05:15,server_1,6.46,92.71,101.13,122.97,0.0
21:05:15,server_2,45.7,40.97,108.23,140.88,6289.89
21:05:15,server_3,59.19,56.0,12295.51,12583.35,40.52
21:05:15,server_4,60.12,40.59,19324.65,23169.78,83.76
21:05:15,server_10,54.49,52.34,583.57,710.53,0.0
21:05:15,server_6,47.29,43.09,424.5,541.86,35.75
21:05:15,server_7,43.83,31.65,61.48,40.56,7546.82
21:05:15,server_8,36.04,32.0,37.76,51.15,9435.93
21:05:15,server_5,11.68,99.92,72.78,92.93,28.54
21:05:20,server_12,69.48,64.96,719.78,477.32,0.0
21:05:20,server_19,47.07,25.38,83.26,68.48,4621.96
21:05:20,server_18,66.52,71.0,629.77,350.95,146.98
21:05:20,server_17,24.09,48.45,9.47,7.17,5956.95
21:05:20,server_16,80.64,22.58,813.38,878.4,0.0
21:05:20,server_15,94.1,99.51,887.93,638.06,186.15
21:05:20,server_14,99.04,96.0,990.38,1057.63,102.6
21:05:20,server_13,40.26,37.31,433.47,475.77,60.01
21:05:20,server_11,61.69,74.94,549.91,661.97,67.13
21:05:20,server_20,56.97,44.95,3544.65,3636.15,996.85
21:05:20,server_9,35.89,47.11,73.85,106.59,4438.53
21:05:20,server_1,61.66,79.36,649.21,356.49,137.16
21:05:20,server_2,49.71,67.18,618.71,826.12,58.82
21:05:20,server_3,49.24,67.86,4562.79,5251.65,1769.76
21:05:20,server_4,94.95,84.62,991.6,496.15,86.37
21:05:20,server_10,33.35,38.67,327.26,410.19,106.43
21:05:20,server_6,91.53,14.27,925.98,1250.91,135.52
21:05:20,server_7,46.23,45.85,4778.96,4419.59,746.57
21:05:20,server_8,27.11,33.85,67.95,66.24,9794.72
21:05:20,server_5,38.05,45.17,326.0,322.97,82.39
21:05:25,server_11,56.07,70.28,477.53,450.26,44.14
21:05:25,server_19,47.29,59.9,2409.86,2866.05,699.87
21:05:25,server_18,38.97,44.77,380.18,463.2,39.88
21:05:25,server_17,74.67,39.51,9716.4,10493.28,65.16
21:05:25,server_16,62.27,33.94,17288.48,17313.82,91.47
21:05:25,server_15,61.56,50.38,599.85,365.09,0.0
21:05:25,server_14,85.14,84.29,846.94,709.89,95.32
21:05:25,server_13,62.75,57.73,17986.97,17610.86,192.77
21:05:25,server_12,52.89,45.87,2499.49,2629.57,1004.12
21:05:25,server_20,42.4,62.25,352.76,455.75,0.0
21:05:25,server_10,47.41,53.44,463.42,310.28,0.15
21:05:25,server_8,61.43,40.44,1943.48,1972.81,1020.31
21:05:25,server_7,62.87,53.07,14108.88,12651.77,24.91
21:05:25,server_6,84.67,19.23,713.85,1007.78,43.35
21:05:25,server_5,60.13,47.35,9334.0,8121.87,148.72
21:05:25,server_4,89.48,83.71,844.39,591.58,94.29
21:05:25,server_3,52.4,51.93,3335.13,2966.41,1445.35
21:05:25,server_2,25.91,46.32,5.08,5.35,6781.22
21:05:25,server_1,67.89,44.37,3073.31,3059.09,1544.54
21:05:25,server_9,44.39,49.04,391.39,440.24,0.0
21:05:30,server_13,98.13,11.64,1035.57,1132.81,0.0
21:05:30,server_14,99.73,85.81,1080.64,553.1,160.73
21:05:30,server_15,63.17,64.84,564.84,373.17,137.61
21:05:30,server_12,36.11,41.38,447.01,652.93,59.74
21:05:30,server_17,37.53,36.86,379.35,244.5,0.0
21:05:30,server_18,44.87,63.42,1139.41,942.77,1435.07
21:05:30,server_19,43.0,56.44,436.05,287.81,103.38
21:05:30,server_16,83.36,4.43,812.48,464.91,49.56
21:05:30,server_11,91.56,2.87,849.93,981.59,60.7
21:05:30,server_20,21.66,23.72,206.04,105.75,0.0
21:05:30,server_9,96.44,23.27,1051.15,997.01,37.11
21:05:30,server_1,67.28,69.25,655.67,809.8,61.92
21:05:30,server_2,93.22,4.8,841.49,1020.27,81.52
21:05:30,server_3,67.87,57.74,9385.8,8437.01,160.54
21:05:30,server_4,29.86,20.91,289.61,233.4,22.95
21:05:30,server_10,20.17,34.0,223.45,332.95,0.0
21:05:30,server_6,97.1,92.06,933.37,655.11,63.14
21:05:30,server_7,87.92,85.92,874.71,1207.47,65.78
21:05:30,server_8,52.46,35.5,5258.27,4998.5,184.04
21:05:30,server_5,23.73,26.37,196.66,206.9,0.0
21:05:35,server_19,91.96,27.87,867.31,494.76,97.17
21:05:35,server_18,35.37,48.5,292.61,293.38,105.21
21:05:35,server_17,91.98,86.25,946.72,804.61,63.72
21:05:35,server_16,89.4,87.7,974.34,1172.52,86.5
21:05:35,server_15,6.11,93.85,77.54,91.51,0.0
21:05:35,server_14,72.38,48.94,7558.27,7817.29,26.04
21:05:35,server_13,29.18,26.27,117.99,85.63,9531.64
21:05:35,server_12,51.37,40.4,368.18,185.86,12.01
21:05:35,server_11,98.57,98.83,902.1,695.69,47.14
21:05:35,server_20,3.17,88.97,38.01,43.85,15.53
21:05:35,server_9,63.54,55.18,707.87,813.99,0.0
21:05:35,server_1,57.8,82.64,686.29,684.88,69.38
21:05:35,server_2,29.55,94.38,324.46,412.19,16.07
21:05:35,server_3,64.5,81.84,639.71,673.64,122.86
21:05:35,server_4,94.82,95.32,917.34,494.53,148.72
21:05:35,server_10,99.72,81.18,908.23,539.08,164.52
21:05:35,server_6,46.2,21.51,117.8,119.43,5032.88
21:05:35,server_7,95.99,88.51,922.55,986.22,101.3
21:05:35,server_8,47.67,28.09,32.2,40.16,4963.75
21:05:35,server_5,28.78,47.65,81.7,112.88,8521.67
21:05:40,server_11,63.98,46.56,6591.87,7030.09,180.23
21:05:40,server_19,57.19,58.01,2136.85,2366.35,932.22
21:05:40,server_18,92.23,80.69,1009.41,1302.42,31.11
21:05:40,server_17,61.59,56.18,1890.78,2206.56,1231.95
21:05:40,server_16,42.35,56.09,392.26,372.22,33.9
21:05:40,server_15,76.73,54.8,13688.76,13362.09,7.18
21:05:40,server_14,28.75,34.68,251.08,222.76,84.92
21:05:40,server_13,53.31,64.36,544.0,738.71,26.83
21:05:40,server_12,37.54,21.14,108.97,149.76,4464.59
21:05:40,server_20,23.93,42.87,40.19,25.27,4247.67
21:05:40,server_10,86.05,8.44,880.46,1149.28,59.65
21:05:40,server_8,20.2,41.18,237.66,231.21,83.42
21:05:40,server_9,58.36,63.59,551.57,559.91,74.77
21:05:40,server_1,53.46,54.89,495.85,399.83,9.51
21:05:40,server_2,50.16,41.29,19275.32,19749.65,57.24
21:05:40,server_3,65.19,69.16,645.25,571.8,38.89
21:05:40,server_5,98.11,12.09,948.09,978.51,111.43
21:05:40,server_6,61.49,65.55,663.64,984.49,28.16
21:05:40,server_7,54.71,67.42,583.91,664.65,50.69
21:05:40,server_4,92.66,96.71,830.35,979.69,191.32
21:05:45,server_20,48.12,39.24,446.35,487.23,91.09
21:05:45,server_11,34.36,49.79,182.33,216.64,6097.67
21:05:45,server_18,69.86,75.9,701.09,869.01,117.17
21:05:45,server_17,65.22,76.37,677.48,769.58,33.44
21:05:45,server_16,9.98,92.58,134.29,95.74,3.41
21:05:45,server_15,89.56,90.34,889.33,1173.21,16.8
21:05:45,server_14,86.63,20.62,844.61,499.15,136.87
21:05:45,server_13,41.86,31.61,490.68,672.01,12.66
21:05:45,server_12,57.17,52.34,642.2,696.12,29.31
